cod_cliente,primeiro_nome,ultimo_nome,email,tipo_cliente,data_inclusao,cpfcnpj,data_nascimento,endereco,cep,idade,estado,cod_proposta,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
750,Vitória,Santos,pintojoao@example.net,PF,2012-05-05 11:32:00 UTC,865.014.973-10,1958-08-10,"Vila de da Cunha, 34 Anchieta 28167329 Silva da Praia / PA",37929375,67,PA,1212,78,2011-03-14 20:48:05+00:00,0.01,37688.30,47988.14,10299.84,1196.21,41,1,Aprovada
750,Vitória,Santos,pintojoao@example.net,PF,2012-05-05 11:32:00 UTC,865.014.973-10,1958-08-10,"Vila de da Cunha, 34 Anchieta 28167329 Silva da Praia / PA",37929375,67,PA,1180,34,2010-10-21 02:12:09+00:00,0.02,102268.52,158960.17,56691.65,3098.91,53,0,Validação documentos
750,Vitória,Santos,pintojoao@example.net,PF,2012-05-05 11:32:00 UTC,865.014.973-10,1958-08-10,"Vila de da Cunha, 34 Anchieta 28167329 Silva da Praia / PA",37929375,67,PA,195,87,2016-11-27 05:13:16+00:00,0.02,24777.41,36468.82,11691.41,1645.20,19,4,Validação documentos
754,João Vitor,Santos,calebecampos@example.net,PF,2022-12-15 14:27:00 UTC,458.716.320-17,1969-01-03,"Loteamento Nunes, 1 Madre Gertrudes 69306319 Aragão Alegre / GO",33631-389,56,GO,973,49,2018-09-21 11:46:41+00:00,0.01,112058.13,216639.65,104581.52,2161.79,76,6,Enviada
754,João Vitor,Santos,calebecampos@example.net,PF,2022-12-15 14:27:00 UTC,458.716.320-17,1969-01-03,"Loteamento Nunes, 1 Madre Gertrudes 69306319 Aragão Alegre / GO",33631-389,56,GO,1761,33,2019-06-28 21:41:31+00:00,0.02,99966.57,196939.35,96972.78,5566.62,22,6,Aprovada
754,João Vitor,Santos,calebecampos@example.net,PF,2022-12-15 14:27:00 UTC,458.716.320-17,1969-01-03,"Loteamento Nunes, 1 Madre Gertrudes 69306319 Aragão Alegre / GO",33631-389,56,GO,1703,65,2019-11-02 14:03:31+00:00,0.02,41556.91,66409.58,24852.67,852.05,91,3,Aprovada
920,Clara,Santos,ian88@example.net,PF,2021-01-22 13:48:00 UTC,608.943.715-84,1963-02-19,"Sítio Ana Júlia Novaes, 7 Jardim São José 85362-106 Moreira Paulista / SC",76057165,62,SC,48,84,2018-11-17 06:58:44+00:00,0.02,31644.82,56782.82,25138.00,878.28,68,2,Aprovada
920,Clara,Santos,ian88@example.net,PF,2021-01-22 13:48:00 UTC,608.943.715-84,1963-02-19,"Sítio Ana Júlia Novaes, 7 Jardim São José 85362-106 Moreira Paulista / SC",76057165,62,SC,1236,2,2021-02-17 23:51:34+00:00,0.01,23959.92,42326.16,18366.24,443.58,99,1,Em análise
920,Clara,Santos,ian88@example.net,PF,2021-01-22 13:48:00 UTC,608.943.715-84,1963-02-19,"Sítio Ana Júlia Novaes, 7 Jardim São José 85362-106 Moreira Paulista / SC",76057165,62,SC,69,47,2011-07-23 18:13:10+00:00,0.01,62967.36,109646.59,46679.23,4295.87,16,3,Em análise
920,Clara,Santos,ian88@example.net,PF,2021-01-22 13:48:00 UTC,608.943.715-84,1963-02-19,"Sítio Ana Júlia Novaes, 7 Jardim São José 85362-106 Moreira Paulista / SC",76057165,62,SC,1450,48,2014-11-09 01:19:32+00:00,0.01,3656.33,4440.22,783.89,75.75,81,6,Validação documentos
84,Lucas,Vieira,maria-alice75@example.net,PF,2021-05-18 13:34:00 UTC,784.620.139-50,1976-05-13,"Estação Enzo Gabriel Barros, 98 Serra Do Curral 65953-572 Rocha / SE",01802105,49,SE,924,16,2017-12-21 18:48:42+00:00,0.01,102240.19,160986.94,58746.75,1565.31,104,1,Aprovada
84,Lucas,Vieira,maria-alice75@example.net,PF,2021-05-18 13:34:00 UTC,784.620.139-50,1976-05-13,"Estação Enzo Gabriel Barros, 98 Serra Do Curral 65953-572 Rocha / SE",01802105,49,SE,229,27,2015-08-30 05:42:17+00:00,0.02,118458.24,228609.83,110151.59,3427.41,73,2,Aprovada
84,Lucas,Vieira,maria-alice75@example.net,PF,2021-05-18 13:34:00 UTC,784.620.139-50,1976-05-13,"Estação Enzo Gabriel Barros, 98 Serra Do Curral 65953-572 Rocha / SE",01802105,49,SE,391,63,2018-05-15 22:10:21+00:00,0.02,159475.69,227385.11,67909.42,4742.03,55,6,Aprovada
84,Lucas,Vieira,maria-alice75@example.net,PF,2021-05-18 13:34:00 UTC,784.620.139-50,1976-05-13,"Estação Enzo Gabriel Barros, 98 Serra Do Curral 65953-572 Rocha / SE",01802105,49,SE,1613,66,2019-04-20 12:35:17+00:00,0.01,19932.13,27473.95,7541.82,354.00,90,4,Aprovada
192,Carolina,Vieira,cauadas-neves@example.com,PF,2015-09-27 11:21:00 UTC,209.316.875-86,1988-06-30,"Praia de Duarte, 51 Vila Paquetá 76244-940 das Neves / ES",01651-705,37,ES,1815,17,2019-07-25 02:13:59+00:00,0.02,57306.66,77305.08,19998.42,58544.49,1,0,Enviada
192,Carolina,Vieira,cauadas-neves@example.com,PF,2015-09-27 11:21:00 UTC,209.316.875-86,1988-06-30,"Praia de Duarte, 51 Vila Paquetá 76244-940 das Neves / ES",01651-705,37,ES,1081,81,2016-09-28 11:48:55+00:00,0.01,45401.10,73863.63,28462.53,1298.05,45,5,Enviada
192,Carolina,Vieira,cauadas-neves@example.com,PF,2015-09-27 11:21:00 UTC,209.316.875-86,1988-06-30,"Praia de Duarte, 51 Vila Paquetá 76244-940 das Neves / ES",01651-705,37,ES,602,96,2021-12-29 16:03:05+00:00,0.02,48985.85,97783.57,48797.72,1266.73,111,4,Aprovada
229,Nicolas,Vieira,wpeixoto@example.org,PF,2013-01-20 11:26:00 UTC,251.807.934-32,1982-10-20,Pátio de Alves Vila Ouro Minas 17435-767 Fernandes / MS,75949393,43,MS,1299,61,2013-02-15 11:53:06+00:00,0.01,123947.87,184731.32,60783.45,4059.17,38,1,Enviada
229,Nicolas,Vieira,wpeixoto@example.org,PF,2013-01-20 11:26:00 UTC,251.807.934-32,1982-10-20,Pátio de Alves Vila Ouro Minas 17435-767 Fernandes / MS,75949393,43,MS,1383,80,2012-06-13 15:24:02+00:00,0.02,111232.03,171795.41,60563.38,3483.30,63,2,Enviada
236,Vitória,Vieira,ucavalcanti@example.com,PF,2020-02-25 11:42:00 UTC,438.610.279-50,1994-10-30,Lagoa Novaes Vila Nova Cachoeirinha 3ª Seção 63702849 Fernandes / ES,85701095,31,ES,519,72,2020-07-31 00:05:45+00:00,0.01,151129.51,211434.59,60305.08,3333.12,65,1,Enviada
236,Vitória,Vieira,ucavalcanti@example.com,PF,2020-02-25 11:42:00 UTC,438.610.279-50,1994-10-30,Lagoa Novaes Vila Nova Cachoeirinha 3ª Seção 63702849 Fernandes / ES,85701095,31,ES,1535,79,2011-06-30 06:43:51+00:00,0.02,155986.40,188190.55,32204.15,10472.43,17,5,Enviada
236,Vitória,Vieira,ucavalcanti@example.com,PF,2020-02-25 11:42:00 UTC,438.610.279-50,1994-10-30,Lagoa Novaes Vila Nova Cachoeirinha 3ª Seção 63702849 Fernandes / ES,85701095,31,ES,85,11,2012-11-18 18:25:42+00:00,0.01,52410.16,68065.87,15655.71,842.61,108,4,Validação documentos
236,Vitória,Vieira,ucavalcanti@example.com,PF,2020-02-25 11:42:00 UTC,438.610.279-50,1994-10-30,Lagoa Novaes Vila Nova Cachoeirinha 3ª Seção 63702849 Fernandes / ES,85701095,31,ES,1833,14,2015-01-07 04:25:51+00:00,0.02,57867.37,106215.81,48348.44,1369.70,97,2,Validação documentos
343,Luiz Gustavo,Vieira,danielada-cruz@example.org,PF,2021-09-20 12:12:00 UTC,398.712.650-77,1981-09-25,"Campo de Silva, 14 Confisco 47012-193 Azevedo / AL",03071741,44,AL,1490,29,2019-04-15 20:24:05+00:00,0.01,64058.78,81232.93,17174.15,1536.09,60,2,Aprovada
343,Luiz Gustavo,Vieira,danielada-cruz@example.org,PF,2021-09-20 12:12:00 UTC,398.712.650-77,1981-09-25,"Campo de Silva, 14 Confisco 47012-193 Azevedo / AL",03071741,44,AL,1341,49,2016-07-13 19:47:51+00:00,0.01,132696.23,191665.21,58968.98,2477.77,95,5,Em análise
343,Luiz Gustavo,Vieira,danielada-cruz@example.org,PF,2021-09-20 12:12:00 UTC,398.712.650-77,1981-09-25,"Campo de Silva, 14 Confisco 47012-193 Azevedo / AL",03071741,44,AL,848,66,2018-07-06 11:08:16+00:00,0.02,49839.08,93053.36,43214.28,1632.21,52,2,Em análise
407,Eduardo,Vieira,vitor-gabrielduarte@example.org,PF,2019-05-18 13:18:00 UTC,198.203.467-03,1953-04-25,"Passarela Marcelo Silva, 1 Esperança 85057312 Ribeiro / DF",11102-836,72,DF,579,73,2015-04-19 23:00:07+00:00,0.01,90329.73,156474.35,66144.62,2196.74,56,2,Validação documentos
461,Luiz Felipe,Vieira,evelyn92@example.com,PF,2021-03-12 15:04:00 UTC,415.639.078-01,2006-09-21,"Passarela de Barbosa, 552 Novo Santa Cecilia 24845-782 Fernandes do Campo / DF",26853-378,19,DF,662,59,2020-10-30 11:57:22+00:00,0.02,118546.65,162746.42,44199.77,3361.42,66,2,Em análise
516,Maria Alice,Vieira,qoliveira@example.org,PF,2019-09-19 15:25:00 UTC,534.716.029-25,1976-10-26,"Estrada Silveira, 31 Conjunto Santa Maria 19867-202 Pereira / ES",14501-313,49,ES,1920,18,2020-02-21 21:40:43+00:00,0.02,53781.13,63393.69,9612.56,1475.66,67,6,Enviada
516,Maria Alice,Vieira,qoliveira@example.org,PF,2019-09-19 15:25:00 UTC,534.716.029-25,1976-10-26,"Estrada Silveira, 31 Conjunto Santa Maria 19867-202 Pereira / ES",14501-313,49,ES,784,33,2011-10-26 17:14:53+00:00,0.01,80533.99,151718.99,71185.00,1410.46,91,4,Enviada
545,Pedro Henrique,Vieira,nascimentothales@example.com,PF,2019-12-16 10:22:00 UTC,347.016.892-03,1961-06-19,"Travessa de Martins, 768 Vila Aeroporto Jaraguá 29315-900 Sales do Campo / PB",68469-740,64,PB,1728,12,2017-12-17 12:46:31+00:00,0.02,31701.49,49986.53,18285.04,675.64,118,1,Enviada
545,Pedro Henrique,Vieira,nascimentothales@example.com,PF,2019-12-16 10:22:00 UTC,347.016.892-03,1961-06-19,"Travessa de Martins, 768 Vila Aeroporto Jaraguá 29315-900 Sales do Campo / PB",68469-740,64,PB,103,23,2020-10-12 23:19:47+00:00,0.02,59138.72,87311.69,28172.97,2141.25,46,4,Aprovada
545,Pedro Henrique,Vieira,nascimentothales@example.com,PF,2019-12-16 10:22:00 UTC,347.016.892-03,1961-06-19,"Travessa de Martins, 768 Vila Aeroporto Jaraguá 29315-900 Sales do Campo / PB",68469-740,64,PB,1105,60,2021-10-31 22:17:07+00:00,0.02,82652.12,128271.69,45619.57,2222.95,75,3,Em análise
545,Pedro Henrique,Vieira,nascimentothales@example.com,PF,2019-12-16 10:22:00 UTC,347.016.892-03,1961-06-19,"Travessa de Martins, 768 Vila Aeroporto Jaraguá 29315-900 Sales do Campo / PB",68469-740,64,PB,1324,68,2022-01-14 04:55:43+00:00,0.01,98895.85,188489.14,89593.29,3575.32,36,5,Validação documentos
545,Pedro Henrique,Vieira,nascimentothales@example.com,PF,2019-12-16 10:22:00 UTC,347.016.892-03,1961-06-19,"Travessa de Martins, 768 Vila Aeroporto Jaraguá 29315-900 Sales do Campo / PB",68469-740,64,PB,1114,76,2014-05-29 05:01:57+00:00,0.01,143079.42,182739.35,39659.93,3568.40,61,2,Validação documentos
545,Pedro Henrique,Vieira,nascimentothales@example.com,PF,2019-12-16 10:22:00 UTC,347.016.892-03,1961-06-19,"Travessa de Martins, 768 Vila Aeroporto Jaraguá 29315-900 Sales do Campo / PB",68469-740,64,PB,618,85,2010-06-01 00:04:10+00:00,0.02,68264.03,128761.57,60497.54,2391.32,42,6,Validação documentos
600,Luigi,Vieira,henrique46@example.com,PF,2021-01-10 15:35:00 UTC,421.893.657-91,1958-04-05,"Área Duarte, 64 Jardim Felicidade 36546-645 Pires da Mata / MA",47917222,67,MA,946,46,2020-12-26 09:55:29+00:00,0.02,10416.91,15278.88,4861.97,311.79,67,3,Enviada
600,Luigi,Vieira,henrique46@example.com,PF,2021-01-10 15:35:00 UTC,421.893.657-91,1958-04-05,"Área Duarte, 64 Jardim Felicidade 36546-645 Pires da Mata / MA",47917222,67,MA,583,29,2015-05-30 13:10:27+00:00,0.01,91583.79,119903.60,28319.81,2157.74,68,4,Validação documentos
639,João Lucas,Vieira,barbosamariana@example.net,PF,2020-04-16 13:45:00 UTC,915.028.643-98,1949-04-17,"Pátio Barbosa, 69 Alto Caiçaras 70280755 Almeida Alegre / PB",52803-114,76,PB,838,66,2011-07-24 14:13:27+00:00,0.01,178597.23,210754.41,32157.18,3200.32,119,2,Aprovada
639,João Lucas,Vieira,barbosamariana@example.net,PF,2020-04-16 13:45:00 UTC,915.028.643-98,1949-04-17,"Pátio Barbosa, 69 Alto Caiçaras 70280755 Almeida Alegre / PB",52803-114,76,PB,433,99,2017-01-04 19:49:00+00:00,0.02,139890.90,225966.76,86075.86,21814.67,7,6,Validação documentos
712,Thomas,Vieira,leticiada-rocha@example.org,PF,2019-06-16 12:47:00 UTC,890.562.173-21,2005-11-19,"Conjunto de Silveira, 71 Santa Branca 12944-489 da Mata de Pereira / TO",15984-247,20,TO,338,42,2020-10-02 12:27:15+00:00,0.02,80924.74,130001.32,49076.58,2678.34,52,2,Enviada
712,Thomas,Vieira,leticiada-rocha@example.org,PF,2019-06-16 12:47:00 UTC,890.562.173-21,2005-11-19,"Conjunto de Silveira, 71 Santa Branca 12944-489 da Mata de Pereira / TO",15984-247,20,TO,1354,49,2016-11-30 20:34:04+00:00,0.02,89012.96,158863.72,69850.76,2088.01,77,3,Enviada
773,Vitor Hugo,Vieira,dbarros@example.net,PF,2018-02-27 16:20:00 UTC,136.784.520-35,1959-04-23,"Ladeira Sales, 37 Sagrada Família 39491-441 Castro das Flores / RN",14038881,66,RN,1402,85,2010-08-27 01:47:09+00:00,0.01,42692.91,70734.39,28041.48,1126.36,55,1,Em análise
814,Diogo,Vieira,xribeiro@example.com,PF,2014-09-09 14:55:00 UTC,805.469.132-70,1960-08-24,"Núcleo Lopes, 101 Vila São Gabriel Jacui 50247-386 da Paz Alegre / CE",20079-824,65,CE,991,72,2011-12-19 06:05:59+00:00,0.02,23544.61,34956.63,11412.02,1017.83,34,3,Em análise
814,Diogo,Vieira,xribeiro@example.com,PF,2014-09-09 14:55:00 UTC,805.469.132-70,1960-08-24,"Núcleo Lopes, 101 Vila São Gabriel Jacui 50247-386 da Paz Alegre / CE",20079-824,65,CE,1550,84,2014-10-26 15:21:31+00:00,0.01,25528.13,38960.17,13432.04,436.75,99,1,Em análise
814,Diogo,Vieira,xribeiro@example.com,PF,2014-09-09 14:55:00 UTC,805.469.132-70,1960-08-24,"Núcleo Lopes, 101 Vila São Gabriel Jacui 50247-386 da Paz Alegre / CE",20079-824,65,CE,1361,100,2020-07-25 20:50:30+00:00,0.02,45431.89,74490.36,29058.47,1326.03,67,5,Validação documentos
948,Maria Vitória,Vieira,portoana-carolina@example.com,PF,2016-09-25 15:39:00 UTC,473.860.912-22,1971-06-18,Feira Lima Tiradentes 92887274 Azevedo das Flores / PR,03625-157,54,PR,105,88,2016-08-08 01:19:26+00:00,0.02,5054.66,9340.30,4285.64,125.35,92,2,Aprovada
948,Maria Vitória,Vieira,portoana-carolina@example.com,PF,2016-09-25 15:39:00 UTC,473.860.912-22,1971-06-18,Feira Lima Tiradentes 92887274 Azevedo das Flores / PR,03625-157,54,PR,1218,12,2018-02-11 17:39:17+00:00,0.02,100896.21,142068.35,41172.14,2569.64,112,5,Em análise
948,Maria Vitória,Vieira,portoana-carolina@example.com,PF,2016-09-25 15:39:00 UTC,473.860.912-22,1971-06-18,Feira Lima Tiradentes 92887274 Azevedo das Flores / PR,03625-157,54,PR,1832,37,2015-05-21 02:12:40+00:00,0.02,41083.99,60138.63,19054.64,2881.85,17,6,Validação documentos
971,Lucas,Vieira,cfogaca@example.org,PF,2021-02-12 12:24:00 UTC,203.459.768-00,1968-08-02,"Rodovia da Paz, 427 Canadá 00574-813 Cardoso / PE",01900664,57,PE,1851,65,2013-02-23 06:49:28+00:00,0.02,101945.44,143036.28,41090.84,2658.54,76,6,Enviada
971,Lucas,Vieira,cfogaca@example.org,PF,2021-02-12 12:24:00 UTC,203.459.768-00,1968-08-02,"Rodovia da Paz, 427 Canadá 00574-813 Cardoso / PE",01900664,57,PE,664,44,2013-02-08 15:10:39+00:00,0.01,18178.53,34721.08,16542.55,306.46,119,0,Validação documentos
971,Lucas,Vieira,cfogaca@example.org,PF,2021-02-12 12:24:00 UTC,203.459.768-00,1968-08-02,"Rodovia da Paz, 427 Canadá 00574-813 Cardoso / PE",01900664,57,PE,719,98,2012-05-06 10:49:26+00:00,0.02,59659.42,71335.06,11675.64,1217.09,92,1,Validação documentos
994,Davi,Vieira,ana-sophia40@example.net,PF,2015-12-02 12:23:00 UTC,205.714.936-61,1954-03-19,"Colônia João Guilherme Nascimento, 57 Vila Copacabana 91067-853 Mendes / RJ",10730371,71,RJ,1276,69,2015-05-07 06:06:48+00:00,0.01,72251.23,106995.24,34744.01,1712.32,54,6,Em análise
102,Laís,da Luz,laura44@example.com,PF,2015-02-28 16:28:00 UTC,723.810.456-35,1996-03-16,"Área de Martins, 1 Pindorama 32716-804 Cunha / AL",46894157,29,AL,356,63,2019-04-01 15:30:13+00:00,0.01,158206.13,224611.67,66405.54,3757.20,53,5,Validação documentos
244,Agatha,da Luz,souzalucas-gabriel@example.net,PF,2012-04-20 13:36:00 UTC,162.975.480-30,1961-12-02,"Travessa de Pereira, 4 Conjunto Santa Maria 85409634 Ribeiro da Serra / RN",80189860,64,RN,802,93,2016-12-15 19:47:29+00:00,0.02,126030.01,178749.29,52719.28,3000.06,113,4,Enviada
417,Cauã,da Luz,da-luzvicente@example.com,PF,2022-10-17 13:56:00 UTC,170.945.368-01,2000-06-05,"Pátio Theo Nunes, 92 Bandeirantes 45313130 Viana / GO",17116-057,25,GO,1749,51,2011-08-26 02:37:13+00:00,0.01,171358.66,238501.49,67142.83,4037.84,64,1,Enviada
417,Cauã,da Luz,da-luzvicente@example.com,PF,2022-10-17 13:56:00 UTC,170.945.368-01,2000-06-05,"Pátio Theo Nunes, 92 Bandeirantes 45313130 Viana / GO",17116-057,25,GO,36,19,2014-11-23 10:33:37+00:00,0.01,28777.16,35598.90,6821.74,584.28,71,4,Aprovada
417,Cauã,da Luz,da-luzvicente@example.com,PF,2022-10-17 13:56:00 UTC,170.945.368-01,2000-06-05,"Pátio Theo Nunes, 92 Bandeirantes 45313130 Viana / GO",17116-057,25,GO,291,41,2018-02-10 01:44:53+00:00,0.02,87329.69,169641.19,82311.50,2286.60,59,0,Em análise
417,Cauã,da Luz,da-luzvicente@example.com,PF,2022-10-17 13:56:00 UTC,170.945.368-01,2000-06-05,"Pátio Theo Nunes, 92 Bandeirantes 45313130 Viana / GO",17116-057,25,GO,1950,84,2010-01-06 02:30:09+00:00,0.02,151171.70,221322.36,70150.66,3550.89,104,6,Em análise
417,Cauã,da Luz,da-luzvicente@example.com,PF,2022-10-17 13:56:00 UTC,170.945.368-01,2000-06-05,"Pátio Theo Nunes, 92 Bandeirantes 45313130 Viana / GO",17116-057,25,GO,639,99,2019-12-20 13:15:29+00:00,0.01,14928.43,25153.30,10224.87,415.34,45,6,Em análise
473,Maria Sophia,da Luz,isabellarodrigues@example.org,PF,2016-01-02 10:15:00 UTC,674.890.153-75,2007-04-04,"Quadra Sales, 6 João Pinheiro 06829-829 Farias / PA",94233-086,18,PA,1240,71,2022-12-13 23:09:30+00:00,0.01,133818.69,161455.28,27636.59,7360.85,21,0,Enviada
473,Maria Sophia,da Luz,isabellarodrigues@example.org,PF,2016-01-02 10:15:00 UTC,674.890.153-75,2007-04-04,"Quadra Sales, 6 João Pinheiro 06829-829 Farias / PA",94233-086,18,PA,787,48,2018-09-26 11:31:21+00:00,0.02,66561.33,104791.67,38230.34,1526.52,83,4,Em análise
498,Noah,da Luz,emilly25@example.com,PF,2015-08-25 14:46:00 UTC,271.846.503-44,1968-07-18,"Viela Guilherme Peixoto, 460 Vila Atila De Paiva 54579081 Oliveira / PE",56495606,57,PE,1413,12,2020-08-21 12:01:47+00:00,0.02,1702.59,2118.23,415.64,97.78,21,1,Enviada
498,Noah,da Luz,emilly25@example.com,PF,2015-08-25 14:46:00 UTC,271.846.503-44,1968-07-18,"Viela Guilherme Peixoto, 460 Vila Atila De Paiva 54579081 Oliveira / PE",56495606,57,PE,1600,51,2017-05-13 12:26:48+00:00,0.01,139121.30,219039.21,79917.91,2285.58,120,3,Enviada
498,Noah,da Luz,emilly25@example.com,PF,2015-08-25 14:46:00 UTC,271.846.503-44,1968-07-18,"Viela Guilherme Peixoto, 460 Vila Atila De Paiva 54579081 Oliveira / PE",56495606,57,PE,1043,69,2019-01-24 16:07:36+00:00,0.02,174936.56,237688.64,62752.08,3895.89,117,6,Aprovada
498,Noah,da Luz,emilly25@example.com,PF,2015-08-25 14:46:00 UTC,271.846.503-44,1968-07-18,"Viela Guilherme Peixoto, 460 Vila Atila De Paiva 54579081 Oliveira / PE",56495606,57,PE,470,61,2012-03-17 16:35:15+00:00,0.02,69989.52,95750.92,25761.40,18416.61,4,6,Em análise
498,Noah,da Luz,emilly25@example.com,PF,2015-08-25 14:46:00 UTC,271.846.503-44,1968-07-18,"Viela Guilherme Peixoto, 460 Vila Atila De Paiva 54579081 Oliveira / PE",56495606,57,PE,663,63,2015-05-24 02:17:25+00:00,0.02,165367.65,247848.06,82480.41,12657.14,16,1,Validação documentos
534,Ana Luiza,da Luz,joao-gabrielrocha@example.net,PF,2015-01-25 16:56:00 UTC,743.205.896-29,1993-09-10,"Vale Alves, 14 Jardim Atlântico 62872934 da Cruz do Norte / BA",68532-892,32,BA,1066,36,2019-11-22 19:41:04+00:00,0.01,21706.49,42951.18,21244.69,1399.66,17,6,Enviada
534,Ana Luiza,da Luz,joao-gabrielrocha@example.net,PF,2015-01-25 16:56:00 UTC,743.205.896-29,1993-09-10,"Vale Alves, 14 Jardim Atlântico 62872934 da Cruz do Norte / BA",68532-892,32,BA,1485,10,2012-06-16 13:42:10+00:00,0.02,23033.62,34129.87,11096.25,781.60,44,0,Aprovada
592,Evelyn,da Luz,cgomes@example.com,PF,2014-10-28 14:46:00 UTC,065.329.748-38,1979-11-24,Conjunto Erick da Cunha Xangri-Lá 91522-348 Costa / AP,76243-469,46,AP,369,65,2022-09-05 13:43:27+00:00,0.01,147404.48,246291.64,98887.16,4720.30,39,1,Aprovada
592,Evelyn,da Luz,cgomes@example.com,PF,2014-10-28 14:46:00 UTC,065.329.748-38,1979-11-24,Conjunto Erick da Cunha Xangri-Lá 91522-348 Costa / AP,76243-469,46,AP,671,6,2011-04-27 01:58:33+00:00,0.02,156914.78,207172.35,50257.57,8645.66,22,2,Em análise
592,Evelyn,da Luz,cgomes@example.com,PF,2014-10-28 14:46:00 UTC,065.329.748-38,1979-11-24,Conjunto Erick da Cunha Xangri-Lá 91522-348 Costa / AP,76243-469,46,AP,199,34,2021-05-26 15:48:16+00:00,0.01,6964.23,11002.49,4038.26,158.73,64,5,Em análise
636,Alícia,da Luz,otavio09@example.com,PF,2016-12-26 15:16:00 UTC,452.701.836-17,1969-12-18,Alameda Ana Vitória Barros Chácara Leonina 32866-577 Fogaça / AL,36233255,56,AL,1255,43,2016-04-30 22:20:22+00:00,0.02,118803.36,202872.82,84069.46,3354.10,69,4,Aprovada
636,Alícia,da Luz,otavio09@example.com,PF,2016-12-26 15:16:00 UTC,452.701.836-17,1969-12-18,Alameda Ana Vitória Barros Chácara Leonina 32866-577 Fogaça / AL,36233255,56,AL,465,96,2018-03-04 07:00:16+00:00,0.02,43189.58,78054.70,34865.12,1326.27,48,5,Aprovada
714,Calebe,da Luz,cardosoyuri@example.com,PF,2015-06-18 11:20:00 UTC,416.298.370-40,1955-07-05,"Campo Moreira, 3 Miramar 27396-756 Correia / BA",25099-614,70,BA,1753,63,2014-08-20 01:52:14+00:00,0.02,63938.03,79170.55,15232.52,2341.34,41,1,Aprovada
714,Calebe,da Luz,cardosoyuri@example.com,PF,2015-06-18 11:20:00 UTC,416.298.370-40,1955-07-05,"Campo Moreira, 3 Miramar 27396-756 Correia / BA",25099-614,70,BA,840,65,2022-07-28 18:33:21+00:00,0.02,145376.82,198747.21,53370.39,3919.18,55,1,Aprovada
714,Calebe,da Luz,cardosoyuri@example.com,PF,2015-06-18 11:20:00 UTC,416.298.370-40,1955-07-05,"Campo Moreira, 3 Miramar 27396-756 Correia / BA",25099-614,70,BA,853,55,2022-02-25 22:29:44+00:00,0.02,167446.59,237021.74,69575.15,3520.37,99,6,Em análise
716,Emanuel,da Luz,antonioferreira@example.net,PF,2019-05-02 16:21:00 UTC,214.907.658-67,1960-10-06,Viela Maria Eduarda da Rocha Marilandia 84196-935 Jesus das Pedras / MA,67467-482,65,MA,1245,53,2022-01-12 07:49:01+00:00,0.02,163396.47,218434.06,55037.59,7218.41,28,0,Enviada
716,Emanuel,da Luz,antonioferreira@example.net,PF,2019-05-02 16:21:00 UTC,214.907.658-67,1960-10-06,Viela Maria Eduarda da Rocha Marilandia 84196-935 Jesus das Pedras / MA,67467-482,65,MA,1108,84,2014-01-01 17:40:10+00:00,0.02,135794.46,207700.80,71906.34,3242.16,73,6,Em análise
722,Mariane,da Luz,emanuelsales@example.net,PF,2018-05-16 13:22:00 UTC,134.706.295-52,1955-05-15,"Distrito Cunha, 99 Belmonte 71696-472 Novaes / RN",28587-599,70,RN,139,14,2011-12-17 06:20:56+00:00,0.02,166568.54,214209.91,47641.37,4218.12,83,2,Em análise
722,Mariane,da Luz,emanuelsales@example.net,PF,2018-05-16 13:22:00 UTC,134.706.295-52,1955-05-15,"Distrito Cunha, 99 Belmonte 71696-472 Novaes / RN",28587-599,70,RN,355,86,2011-10-17 08:25:40+00:00,0.01,68082.72,104413.53,36330.81,3025.79,27,4,Validação documentos
749,Maria Eduarda,da Luz,costelalavinia@example.net,PF,2018-08-23 12:31:00 UTC,843.720.915-32,1974-02-17,"Residencial Sarah Cardoso, 48 Vila Piratininga 72216-079 Rezende de Costa / MA",64341769,51,MA,307,45,2015-02-04 07:46:29+00:00,0.01,71645.48,102797.14,31151.66,4712.35,17,3,Em análise
753,Maria Luiza,da Luz,gabrielly88@example.net,PF,2017-07-04 15:05:00 UTC,123.598.074-04,1979-03-21,"Sítio da Rocha, 782 Anchieta 78582065 Carvalho de Silveira / PR",50261-096,46,PR,1139,8,2018-06-11 22:36:09+00:00,0.02,64453.97,80451.88,15997.91,1349.71,102,1,Em análise
785,Daniela,da Luz,sarahda-conceicao@example.net,PF,2021-03-15 15:01:00 UTC,256.918.430-60,1976-01-28,"Trevo Ryan das Neves, 83 Jaraguá 30994887 Cavalcanti Verde / RN",73982-067,49,RN,1252,2,2016-04-09 14:41:37+00:00,0.02,108038.21,176965.54,68927.33,3059.81,51,1,Validação documentos
821,Clara,da Luz,marianaduarte@example.com,PF,2012-03-12 12:31:00 UTC,846.231.075-07,2005-02-05,"Setor Mirella Carvalho, 660 Atila De Paiva 25278-215 Carvalho da Mata / GO",98938-535,20,GO,1436,98,2013-08-16 12:38:48+00:00,0.02,102961.22,135519.05,32557.83,2613.39,112,4,Aprovada
